userId,itemId,rating,timestamp
2,339,4,2025-08-29 22:07:47.232764
2,19,3,2024-10-22 22:07:47.232778
2,74,1,2025-06-22 22:07:47.232791
2,33,3,2024-08-12 22:07:47.232804
2,493,4,2025-08-17 22:07:47.232817
2,427,4,2025-01-19 22:07:47.232830
2,417,5,2025-08-20 22:07:47.232844
2,24,5,2024-04-12 22:07:47.232857
2,141,5,2025-03-21 22:07:47.232870
2,117,4,2025-06-27 22:07:47.232883
2,442,5,2025-05-10 22:07:47.232896
2,262,4,2025-06-19 22:07:47.232909
2,78,4,2024-10-26 22:07:47.232923
2,3,2,2024-10-16 22:07:47.232936
2,389,4,2024-10-01 22:07:47.232950
2,411,4,2025-07-05 22:07:47.232963
2,346,5,2025-08-12 22:07:47.232976
2,304,5,2025-05-29 22:07:47.232989
2,398,4,2025-07-27 22:07:47.233002
2,371,4,2025-07-22 22:07:47.233101
2,29,1,2025-08-06 22:07:47.233124
2,491,1,2023-09-03 22:07:47.233138
2,169,5,2025-06-30 22:07:47.233152
2,240,4,2025-07-16 22:07:47.233166
2,209,4,2024-11-15 22:07:47.233179
2,14,5,2025-06-28 22:07:47.233192
2,123,5,2025-08-08 22:07:47.233205
2,323,5,2025-10-03 22:07:47.233218
2,480,4,2025-03-07 22:07:47.233232
2,204,4,2025-09-13 22:07:47.233245
3,478,3,2025-09-26 22:07:47.233317
3,282,4,2025-04-11 22:07:47.233465
3,170,5,2025-04-19 22:07:47.233483
3,250,3,2024-11-18 22:07:47.233497
3,344,4,2025-09-22 22:07:47.233511
3,499,4,2024-06-18 22:07:47.233524
3,40,4,2025-07-30 22:07:47.233537
3,143,2,2025-09-06 22:07:47.233551
3,1,4,2025-04-10 22:07:47.233564
3,261,2,2024-03-26 22:07:47.233578
3,317,5,2025-04-15 22:07:47.233591
3,2,5,2025-09-22 22:07:47.233616
3,154,4,2025-03-24 22:07:47.233631
3,172,5,2024-12-06 22:07:47.233644
3,484,3,2024-03-22 22:07:47.233657
3,464,2,2024-08-18 22:07:47.233671
3,218,5,2025-08-31 22:07:47.233684
3,413,4,2025-09-30 22:07:47.233697
3,490,4,2025-05-16 22:07:47.233711
3,303,4,2024-04-07 22:07:47.233724
3,91,4,2025-05-30 22:07:47.233737
3,350,5,2024-02-15 22:07:47.233750
3,458,1,2023-07-22 22:07:47.233764
3,177,2,2024-11-06 22:07:47.233777
3,347,3,2025-09-10 22:07:47.233790
3,450,4,2025-03-16 22:07:47.233803
3,386,4,2025-09-27 22:07:47.233816
3,483,4,2024-06-30 22:07:47.233829
3,157,4,2025-08-21 22:07:47.233842
3,392,4,2025-09-29 22:07:47.233855
3,403,5,2024-10-23 22:07:47.233869
3,134,4,2025-07-13 22:07:47.233882
3,158,5,2025-04-30 22:07:47.233895
3,255,5,2025-03-23 22:07:47.233908
3,470,5,2025-04-09 22:07:47.233921
3,62,4,2024-01-14 22:07:47.233934
3,152,4,2025-04-06 22:07:47.233948
3,3,3,2025-03-26 22:07:47.233965
3,401,4,2025-08-29 22:07:47.233979
3,203,2,2025-04-06 22:07:47.233992
3,289,5,2025-05-13 22:07:47.234006
3,423,3,2025-03-03 22:07:47.234019
3,421,2,2025-06-14 22:07:47.234032
3,14,3,2025-08-29 22:07:47.234046
3,360,3,2025-07-03 22:07:47.234059
3,33,2,2025-06-29 22:07:47.234072
3,92,4,2025-05-29 22:07:47.234085
3,498,4,2024-10-08 22:07:47.234098
3,223,2,2025-05-21 22:07:47.234112
3,234,2,2025-09-24 22:07:47.234125
3,429,4,2025-04-25 22:07:47.234138
3,481,5,2025-04-28 22:07:47.234151
3,442,5,2025-09-29 22:07:47.234164
3,351,2,2025-09-29 22:07:47.234177
3,67,3,2025-05-06 22:07:47.234190
3,370,4,2025-09-29 22:07:47.234203
3,114,5,2024-10-04 22:07:47.234216
3,274,3,2025-09-22 22:07:47.234229
3,247,3,2025-09-11 22:07:47.234242
3,236,2,2025-05-15 22:07:47.234256
4,120,5,2024-08-15 22:07:47.234320
4,326,5,2025-02-28 22:07:47.234338
4,273,1,2025-05-08 22:07:47.234352
4,407,1,2024-11-12 22:07:47.234365
4,86,3,2025-04-26 22:07:47.234379
4,140,3,2024-12-07 22:07:47.234393
4,445,5,2025-06-29 22:07:47.234406
4,132,5,2025-08-07 22:07:47.234419
4,316,4,2024-09-12 22:07:47.234432
4,255,3,2024-01-31 22:07:47.234446
4,12,2,2025-10-05 22:07:47.234459
4,263,5,2025-09-24 22:07:47.234472
4,184,5,2024-02-12 22:07:47.234485
4,53,2,2025-05-07 22:07:47.234499
4,161,3,2025-06-19 22:07:47.234512
4,394,2,2025-08-19 22:07:47.234525
4,91,4,2025-06-15 22:07:47.234538
4,412,5,2024-11-13 22:07:47.234552
4,462,4,2025-05-07 22:07:47.234565
4,44,5,2025-07-18 22:07:47.234578
4,242,4,2022-12-27 22:07:47.234591
4,476,3,2025-02-26 22:07:47.234605
4,11,5,2024-06-01 22:07:47.234618
4,365,4,2025-08-03 22:07:47.234631
4,329,3,2025-10-04 22:07:47.234644
4,125,5,2025-09-30 22:07:47.234657
4,107,5,2025-09-13 22:07:47.234671
4,201,3,2025-06-01 22:07:47.234684
4,481,4,2025-09-09 22:07:47.234697
4,324,4,2025-05-30 22:07:47.234711
4,138,3,2025-09-14 22:07:47.234724
4,491,5,2025-05-22 22:07:47.234737
4,33,1,2024-11-18 22:07:47.234750
4,366,5,2025-04-05 22:07:47.234763
4,185,4,2024-08-13 22:07:47.234776
4,307,5,2025-01-01 22:07:47.234789
4,421,4,2025-04-12 22:07:47.234803
4,210,4,2025-08-26 22:07:47.234816
4,222,4,2024-10-19 22:07:47.234829
4,386,4,2025-06-25 22:07:47.234842
4,463,4,2025-09-13 22:07:47.234855
4,321,4,2024-11-27 22:07:47.234868
4,262,3,2025-08-28 22:07:47.234882
4,416,5,2025-08-22 22:07:47.234895
4,163,3,2023-11-10 22:07:47.234908
4,497,4,2025-02-10 22:07:47.235073
4,149,5,2025-09-14 22:07:47.235097
4,398,4,2025-05-21 22:07:47.235111
4,451,5,2025-05-20 22:07:47.235126
4,121,4,2025-06-01 22:07:47.235140
4,156,4,2024-12-20 22:07:47.235154
4,57,4,2025-03-22 22:07:47.235168
4,124,4,2025-05-10 22:07:47.235181
4,174,4,2024-10-24 22:07:47.235194
4,264,4,2024-05-11 22:07:47.235208
4,212,5,2025-04-26 22:07:47.235221
4,350,4,2024-05-05 22:07:47.235235
4,418,4,2024-10-25 22:07:47.235248
4,292,4,2025-05-01 22:07:47.235261
4,240,3,2025-06-19 22:07:47.235274
5,21,4,2025-01-10 22:07:47.235347
5,433,3,2025-09-26 22:07:47.235370
5,202,3,2025-06-02 22:07:47.235388
5,240,3,2025-07-13 22:07:47.235405
5,277,4,2025-09-27 22:07:47.235423
5,1,4,2024-08-03 22:07:47.235440
5,451,3,2025-04-09 22:07:47.235458
5,59,4,2025-06-22 22:07:47.235471
5,43,4,2025-06-25 22:07:47.235489
5,311,4,2025-10-07 22:07:47.235502
5,283,4,2025-03-06 22:07:47.235515
5,406,1,2025-07-09 22:07:47.235540
5,428,5,2025-06-21 22:07:47.235556
5,386,4,2024-06-14 22:07:47.235570
5,250,4,2025-04-17 22:07:47.235583
5,80,5,2024-09-04 22:07:47.235597
5,210,4,2025-06-02 22:07:47.235629
5,289,4,2023-11-28 22:07:47.235644
5,461,4,2025-09-21 22:07:47.235658
5,194,5,2025-05-30 22:07:47.235671
5,220,2,2025-05-02 22:07:47.235685
5,255,4,2024-08-14 22:07:47.235698
5,389,3,2024-10-23 22:07:47.235711
5,495,4,2025-09-27 22:07:47.235725
5,328,5,2025-05-18 22:07:47.235738
5,150,3,2025-06-04 22:07:47.235752
5,391,5,2025-07-28 22:07:47.235765
5,164,3,2025-09-11 22:07:47.235778
5,22,3,2024-12-10 22:07:47.235792
5,147,4,2025-08-18 22:07:47.235805
5,195,3,2025-07-20 22:07:47.235819
6,331,5,2025-09-29 22:07:47.235879
6,317,5,2025-06-15 22:07:47.235896
6,23,3,2025-05-03 22:07:47.235910
6,257,2,2024-12-30 22:07:47.235924
6,380,4,2025-08-28 22:07:47.235947
6,240,3,2025-08-29 22:07:47.235964
6,248,2,2025-04-14 22:07:47.235977
6,110,5,2025-10-05 22:07:47.235991
6,236,1,2025-04-21 22:07:47.236004
6,170,5,2025-07-21 22:07:47.236017
6,464,3,2025-04-10 22:07:47.236031
6,163,3,2025-10-03 22:07:47.236044
6,143,4,2025-03-26 22:07:47.236058
6,229,4,2025-01-11 22:07:47.236071
6,350,4,2025-08-23 22:07:47.236084
6,360,4,2025-09-12 22:07:47.236098
6,407,2,2025-02-25 22:07:47.236111
6,379,5,2023-12-21 22:07:47.236124
6,50,4,2025-08-29 22:07:47.236138
6,382,2,2024-11-07 22:07:47.236151
6,32,4,2025-03-30 22:07:47.236164
6,136,5,2025-02-08 22:07:47.236177
6,228,5,2025-09-27 22:07:47.236190
6,409,4,2024-09-23 22:07:47.236203
6,449,3,2025-03-18 22:07:47.236217
6,222,3,2024-01-14 22:07:47.236230
6,132,1,2025-04-18 22:07:47.236243
6,225,3,2025-02-01 22:07:47.236256
6,177,3,2025-08-16 22:07:47.236270
6,336,4,2024-06-03 22:07:47.236283
6,226,3,2025-09-07 22:07:47.236296
6,474,5,2025-05-23 22:07:47.236309
6,406,5,2025-09-07 22:07:47.236322
6,8,4,2025-08-16 22:07:47.236343
6,486,3,2025-02-20 22:07:47.236360
6,345,4,2024-12-31 22:07:47.236374
6,301,3,2025-06-12 22:07:47.236387
6,90,4,2023-07-03 22:07:47.236400
6,142,3,2025-07-31 22:07:47.236414
6,144,4,2025-04-25 22:07:47.236427
6,355,3,2024-06-02 22:07:47.236440
6,465,3,2024-07-13 22:07:47.236453
6,267,2,2025-03-09 22:07:47.236466
6,457,5,2025-09-02 22:07:47.236479
6,192,5,2025-06-10 22:07:47.236492
6,362,5,2025-02-25 22:07:47.236505
6,305,3,2025-08-28 22:07:47.236518
6,60,3,2025-09-19 22:07:47.236531
6,34,2,2025-09-16 22:07:47.236544
6,243,4,2024-11-25 22:07:47.236558
6,105,2,2025-09-11 22:07:47.236596
6,274,4,2025-08-26 22:07:47.236663
6,330,2,2025-09-02 22:07:47.236688
7,432,5,2025-09-16 22:07:47.236797
7,309,5,2025-09-01 22:07:47.236824
7,80,4,2025-08-22 22:07:47.236840
7,212,4,2024-08-15 22:07:47.236856
7,254,3,2025-09-21 22:07:47.236871
7,494,3,2025-02-27 22:07:47.236887
7,118,3,2025-08-04 22:07:47.236901
7,414,3,2025-05-24 22:07:47.236916
7,500,3,2025-01-19 22:07:47.236931
7,193,2,2025-03-04 22:07:47.236944
7,294,3,2025-05-27 22:07:47.236958
7,222,3,2025-01-25 22:07:47.236971
7,348,5,2024-05-29 22:07:47.236984
7,262,4,2025-06-06 22:07:47.236998
7,344,5,2025-02-21 22:07:47.237011
7,119,3,2024-10-30 22:07:47.237024
7,287,4,2025-08-28 22:07:47.237038
7,451,3,2025-08-07 22:07:47.237051
7,369,4,2025-08-16 22:07:47.237064
7,96,2,2025-09-12 22:07:47.237077
7,175,4,2025-01-16 22:07:47.237092
7,354,3,2025-10-01 22:07:47.237105
7,108,2,2024-06-03 22:07:47.237118
7,342,4,2025-06-10 22:07:47.237132
7,365,1,2025-01-21 22:07:47.237145
7,128,4,2025-08-24 22:07:47.237158
7,468,2,2025-07-04 22:07:47.237172
7,437,5,2024-09-03 22:07:47.237184
7,340,4,2025-01-21 22:07:47.237206
7,327,2,2025-04-14 22:07:47.237223
7,125,4,2025-08-25 22:07:47.237236
7,182,5,2025-08-26 22:07:47.237250
7,334,3,2025-03-29 22:07:47.237268
7,385,4,2025-02-10 22:07:47.237281
7,358,2,2024-09-25 22:07:47.237294
7,228,4,2025-06-03 22:07:47.237308
7,423,5,2025-01-12 22:07:47.237321
7,460,2,2024-12-30 22:07:47.237334
7,14,2,2025-10-03 22:07:47.237348
7,23,4,2023-01-03 22:07:47.237362
7,480,3,2025-02-27 22:07:47.237375
7,367,3,2025-01-23 22:07:47.237388
7,86,4,2025-02-23 22:07:47.237401
7,124,3,2025-01-08 22:07:47.237415
7,56,5,2025-03-03 22:07:47.237428
7,113,4,2024-05-13 22:07:47.237441
7,267,1,2025-01-20 22:07:47.237454
7,4,5,2025-09-26 22:07:47.237467
7,7,4,2025-08-24 22:07:47.237480
7,111,4,2025-03-13 22:07:47.237493
7,168,3,2025-06-07 22:07:47.237507
7,408,3,2025-07-08 22:07:47.237520
7,184,3,2024-08-01 22:07:47.237533
7,10,1,2024-08-06 22:07:47.237546
7,307,4,2025-07-20 22:07:47.237559
8,325,4,2024-06-19 22:07:47.237630
8,277,4,2025-01-16 22:07:47.237651
8,389,2,2025-07-11 22:07:47.237666
8,171,5,2025-08-17 22:07:47.237679
8,340,2,2025-07-22 22:07:47.237693
8,102,3,2024-05-08 22:07:47.237706
8,35,5,2025-05-23 22:07:47.237720
8,134,2,2025-01-31 22:07:47.237733
8,174,4,2023-11-03 22:07:47.237746
8,399,4,2025-07-18 22:07:47.237760
8,401,4,2023-08-25 22:07:47.237773
8,15,4,2025-02-28 22:07:47.237786
8,165,3,2025-01-09 22:07:47.237800
8,160,5,2025-07-24 22:07:47.237813
8,2,4,2025-07-31 22:07:47.237827
8,497,3,2025-10-03 22:07:47.237840
8,131,3,2025-04-30 22:07:47.237853
8,94,1,2025-08-03 22:07:47.237866
8,374,5,2025-04-11 22:07:47.237880
8,369,4,2025-06-27 22:07:47.237893
8,95,4,2025-08-27 22:07:47.237906
8,208,5,2025-09-14 22:07:47.237919
8,13,4,2025-07-17 22:07:47.237932
8,129,4,2025-05-02 22:07:47.237945
8,4,4,2025-09-01 22:07:47.237959
8,377,4,2023-10-04 22:07:47.237972
8,60,5,2025-09-26 22:07:47.237992
8,489,4,2024-05-07 22:07:47.238010
8,72,4,2025-03-05 22:07:47.238024
8,318,5,2024-08-21 22:07:47.238038
8,26,4,2025-06-15 22:07:47.238051
8,68,3,2025-01-28 22:07:47.238064
8,215,3,2025-08-12 22:07:47.238136
8,498,4,2025-08-30 22:07:47.238157
9,399,5,2024-08-14 22:07:47.238284
9,223,4,2025-03-09 22:07:47.238317
9,453,4,2025-08-03 22:07:47.238333
9,254,4,2024-09-08 22:07:47.238360
9,339,4,2025-05-18 22:07:47.238376
9,304,3,2025-09-28 22:07:47.238390
9,437,4,2025-09-28 22:07:47.238403
9,6,4,2025-07-04 22:07:47.238417
9,255,5,2025-07-28 22:07:47.238430
9,179,4,2025-05-07 22:07:47.238443
9,137,1,2025-09-23 22:07:47.238457
9,409,3,2024-08-07 22:07:47.238470
9,439,2,2025-02-02 22:07:47.238484
9,370,5,2024-11-30 22:07:47.238497
9,206,3,2024-06-18 22:07:47.238510
9,27,2,2025-06-04 22:07:47.238523
9,159,5,2025-03-17 22:07:47.238536
9,307,4,2025-07-31 22:07:47.238550
9,5,4,2025-05-19 22:07:47.238563
9,488,3,2023-11-14 22:07:47.238577
9,355,5,2024-08-25 22:07:47.238591
9,229,4,2025-02-15 22:07:47.238605
10,202,3,2025-06-14 22:07:47.238669
10,136,5,2025-08-08 22:07:47.238687
10,171,1,2025-03-02 22:07:47.238701
10,475,5,2025-04-05 22:07:47.238715
10,22,2,2025-07-23 22:07:47.238728
10,422,5,2025-08-17 22:07:47.238750
10,264,4,2025-06-27 22:07:47.238767
10,142,3,2024-11-07 22:07:47.238780
10,220,4,2025-03-06 22:07:47.238798
10,87,3,2025-09-18 22:07:47.238812
10,189,4,2025-04-30 22:07:47.238825
10,233,3,2025-09-27 22:07:47.238838
10,182,2,2023-01-27 22:07:47.238852
10,217,5,2024-05-16 22:07:47.238865
10,139,3,2024-01-01 22:07:47.238878
10,245,2,2025-05-19 22:07:47.238892
10,308,5,2025-07-14 22:07:47.238905
10,295,4,2025-09-11 22:07:47.238918
10,115,2,2025-03-29 22:07:47.238931
10,284,4,2024-12-12 22:07:47.238944
10,366,4,2025-03-15 22:07:47.238958
10,441,1,2025-09-03 22:07:47.238971
10,211,5,2025-09-23 22:07:47.238984
10,188,4,2025-08-31 22:07:47.238997
10,485,4,2025-02-06 22:07:47.239011
10,457,3,2025-08-07 22:07:47.239024
10,81,4,2025-07-02 22:07:47.239037
10,290,3,2025-01-18 22:07:47.239050
10,159,3,2024-09-16 22:07:47.239063
10,452,4,2025-09-16 22:07:47.239077
10,175,4,2025-05-15 22:07:47.239090
10,434,3,2025-06-21 22:07:47.239103
10,12,3,2025-08-08 22:07:47.239116
10,445,3,2025-07-10 22:07:47.239162
10,369,3,2025-02-20 22:07:47.239193
10,280,4,2025-05-22 22:07:47.239209
10,112,5,2024-10-05 22:07:47.239223
10,108,4,2025-03-30 22:07:47.239241
10,154,3,2024-07-15 22:07:47.239255
10,84,1,2025-07-15 22:07:47.239268
10,374,4,2025-09-22 22:07:47.239282
10,488,3,2025-04-14 22:07:47.239295
10,305,4,2025-01-13 22:07:47.239372
10,45,5,2025-09-11 22:07:47.239393
10,178,1,2025-02-16 22:07:47.239407
10,91,3,2025-03-26 22:07:47.239421
10,259,3,2025-06-04 22:07:47.239435
10,236,4,2025-04-16 22:07:47.239453
10,132,4,2025-05-25 22:07:47.239467
11,315,4,2025-08-03 22:07:47.239533
11,466,4,2025-09-17 22:07:47.239549
11,107,4,2025-05-21 22:07:47.239563
11,283,4,2025-08-12 22:07:47.239577
11,251,3,2025-07-19 22:07:47.239593
11,195,1,2025-07-17 22:07:47.239606
11,152,5,2024-07-10 22:07:47.239619
11,101,4,2025-06-09 22:07:47.239645
11,105,1,2024-08-12 22:07:47.239660
11,332,1,2024-03-08 22:07:47.239674
11,153,4,2025-07-17 22:07:47.239687
11,304,5,2025-10-04 22:07:47.239700
11,335,4,2025-05-02 22:07:47.239714
11,206,3,2025-06-18 22:07:47.239727
11,493,4,2025-01-22 22:07:47.239740
11,35,1,2024-04-04 22:07:47.240002
11,279,3,2025-08-16 22:07:47.240061
11,339,3,2025-10-01 22:07:47.240093
11,401,2,2023-06-03 22:07:47.240110
11,420,3,2025-09-14 22:07:47.240125
11,239,2,2025-01-27 22:07:47.240139
11,209,5,2025-08-10 22:07:47.240152
11,58,1,2025-08-19 22:07:47.240166
11,201,2,2025-09-17 22:07:47.240179
11,245,4,2025-08-17 22:07:47.240192
11,124,4,2025-08-11 22:07:47.240206
11,216,5,2024-06-23 22:07:47.240219
11,224,4,2025-07-13 22:07:47.240233
11,34,4,2025-06-24 22:07:47.240246
11,404,4,2025-06-10 22:07:47.240260
11,395,5,2024-03-11 22:07:47.240273
11,306,3,2025-04-27 22:07:47.240286
11,397,2,2025-08-25 22:07:47.240300
11,314,4,2025-08-23 22:07:47.240318
11,337,5,2025-09-04 22:07:47.240331
11,172,4,2025-04-05 22:07:47.240345
11,407,4,2025-07-04 22:07:47.240358
11,222,5,2025-04-23 22:07:47.240372
11,24,4,2025-09-25 22:07:47.240385
11,126,4,2024-10-30 22:07:47.240398
11,214,4,2024-10-17 22:07:47.240412
11,473,4,2025-09-13 22:07:47.240425
11,356,1,2025-07-28 22:07:47.240438
12,325,4,2024-12-29 22:07:47.240528
12,13,4,2025-02-17 22:07:47.240549
12,353,4,2025-02-20 22:07:47.240564
12,233,1,2024-04-22 22:07:47.240578
12,187,2,2025-06-26 22:07:47.240592
12,112,5,2025-06-16 22:07:47.240605
12,459,5,2025-06-04 22:07:47.240619
12,464,5,2024-11-09 22:07:47.240632
12,242,5,2024-05-04 22:07:47.240646
12,120,5,2025-01-18 22:07:47.240659
12,262,4,2025-09-16 22:07:47.240673
12,490,4,2023-08-31 22:07:47.240687
12,498,4,2024-04-28 22:07:47.240700
12,152,5,2025-09-03 22:07:47.240714
12,360,3,2025-07-17 22:07:47.240727
12,394,3,2025-04-17 22:07:47.240741
12,365,5,2024-12-26 22:07:47.240754
12,20,4,2025-10-08 22:07:47.240768
12,290,3,2025-05-12 22:07:47.240782
12,104,3,2025-09-15 22:07:47.240796
12,58,4,2025-08-11 22:07:47.240809
12,330,5,2025-09-17 22:07:47.240822
12,137,1,2025-10-07 22:07:47.240835
12,37,3,2025-03-07 22:07:47.240849
12,279,4,2025-06-10 22:07:47.240862
12,283,4,2025-07-11 22:07:47.240887
12,219,4,2025-09-30 22:07:47.240901
12,106,4,2024-11-30 22:07:47.240914
12,341,5,2025-01-30 22:07:47.240928
12,302,3,2025-08-13 22:07:47.240942
12,350,5,2025-09-17 22:07:47.240955
12,437,3,2025-09-11 22:07:47.240968
12,28,3,2025-08-22 22:07:47.240982
12,355,4,2025-06-01 22:07:47.240995
12,389,5,2025-10-01 22:07:47.241008
12,412,3,2025-04-10 22:07:47.241021
12,323,4,2025-05-31 22:07:47.241034
12,237,5,2025-09-26 22:07:47.241048
12,44,5,2025-05-25 22:07:47.241061
12,103,2,2024-08-01 22:07:47.241074
12,167,4,2025-09-03 22:07:47.241087
12,160,1,2025-09-08 22:07:47.241101
12,369,4,2025-08-30 22:07:47.241114
12,310,3,2025-10-03 22:07:47.241127
12,277,4,2024-11-10 22:07:47.241140
12,53,5,2025-09-11 22:07:47.241154
12,231,5,2025-02-27 22:07:47.241167
12,118,5,2025-06-12 22:07:47.241180
12,46,4,2024-12-06 22:07:47.241193
12,121,2,2025-05-14 22:07:47.241207
12,143,5,2024-10-19 22:07:47.241220
12,156,5,2025-02-11 22:07:47.241233
12,188,3,2025-10-04 22:07:47.241246
12,256,4,2025-05-17 22:07:47.241259
12,403,3,2025-09-12 22:07:47.241283
12,169,4,2024-12-23 22:07:47.241298
12,282,5,2024-12-28 22:07:47.241311
12,305,5,2025-03-31 22:07:47.241325
12,383,5,2025-03-18 22:07:47.241338
12,268,5,2024-03-05 22:07:47.241351
13,237,4,2025-06-14 22:07:47.241411
13,118,2,2025-01-28 22:07:47.241781
13,104,3,2025-08-26 22:07:47.241832
13,194,4,2025-08-18 22:07:47.241850
13,33,4,2025-07-08 22:07:47.241865
13,210,4,2025-05-07 22:07:47.241878
13,389,3,2025-09-05 22:07:47.241892
13,114,5,2025-06-17 22:07:47.241905
13,66,4,2025-10-01 22:07:47.241918
13,54,4,2025-04-30 22:07:47.241932
13,233,4,2025-02-05 22:07:47.241945
13,190,3,2025-08-11 22:07:47.241959
13,241,5,2024-02-28 22:07:47.241972
13,338,2,2025-05-24 22:07:47.241986
13,147,3,2025-09-26 22:07:47.242000
13,16,3,2025-09-07 22:07:47.242013
13,480,4,2025-05-09 22:07:47.242026
13,431,2,2025-10-07 22:07:47.242040
13,230,5,2025-08-31 22:07:47.242053
13,461,4,2025-07-18 22:07:47.242066
13,204,4,2025-07-25 22:07:47.242084
13,188,2,2025-08-19 22:07:47.242098
13,498,3,2025-06-19 22:07:47.242111
13,167,4,2025-08-08 22:07:47.242124
13,267,1,2025-05-15 22:07:47.242137
13,496,4,2023-12-20 22:07:47.242151
13,319,4,2025-06-03 22:07:47.242164
13,46,4,2024-05-01 22:07:47.242177
13,261,5,2025-07-22 22:07:47.242193
13,102,3,2025-08-09 22:07:47.242218
13,113,4,2025-01-09 22:07:47.242232
13,153,4,2025-09-24 22:07:47.242245
13,362,4,2024-11-15 22:07:47.242259
13,307,3,2025-03-04 22:07:47.242272
13,86,4,2024-07-26 22:07:47.242285
13,259,5,2025-05-12 22:07:47.242298
13,195,4,2024-08-05 22:07:47.242312
13,342,4,2025-07-25 22:07:47.242325
13,50,5,2025-08-20 22:07:47.242339
13,124,4,2024-09-02 22:07:47.242352
13,246,4,2025-06-27 22:07:47.242365
13,132,3,2025-07-12 22:07:47.242380
14,397,3,2025-05-17 22:07:47.242465
14,485,2,2025-03-07 22:07:47.242486
14,39,5,2025-01-28 22:07:47.242501
14,280,4,2025-09-29 22:07:47.242514
14,269,5,2025-02-06 22:07:47.242527
14,469,4,2024-11-26 22:07:47.242541
14,92,4,2025-06-14 22:07:47.242554
14,351,4,2025-03-26 22:07:47.242568
14,122,5,2024-11-18 22:07:47.242583
14,387,1,2025-07-05 22:07:47.242598
14,412,1,2025-09-17 22:07:47.242623
14,66,4,2024-08-20 22:07:47.242636
14,299,2,2025-06-11 22:07:47.242650
14,399,5,2024-11-06 22:07:47.242664
14,313,4,2024-12-17 22:07:47.242677
14,168,4,2025-09-04 22:07:47.242690
14,390,2,2025-08-28 22:07:47.242705
14,72,4,2024-04-23 22:07:47.242718
14,163,5,2025-06-17 22:07:47.242732
14,156,4,2025-08-08 22:07:47.242745
14,243,4,2024-11-18 22:07:47.242758
14,381,3,2025-09-30 22:07:47.242771
14,75,4,2025-04-26 22:07:47.242785
14,148,4,2025-03-16 22:07:47.242798
14,315,4,2025-08-12 22:07:47.242811
14,338,4,2025-06-19 22:07:47.242825
14,388,5,2023-12-30 22:07:47.242838
14,428,5,2025-01-27 22:07:47.242852
14,286,4,2025-02-17 22:07:47.242865
14,332,5,2025-08-12 22:07:47.242878
15,358,4,2025-06-30 22:07:47.242935
15,163,2,2025-07-07 22:07:47.242953
15,302,4,2025-02-28 22:07:47.242967
15,99,3,2025-10-07 22:07:47.242980
15,433,5,2025-09-16 22:07:47.242993
15,483,2,2025-10-08 22:07:47.243016
15,349,4,2025-05-22 22:07:47.243032
15,203,4,2025-07-30 22:07:47.243046
15,12,4,2025-09-01 22:07:47.243059
15,210,5,2025-04-22 22:07:47.243073
15,92,4,2025-08-22 22:07:47.243086
